Unnamed: 0,text,labels,target,action
10,"SOUTH RICHMOND HILL, QUEENS -- If youre a member of Queens Sikh community whos religion has subject you to hate crimes, bullying or discrimination, one United Nations group wants to hear from you.  United Sikhs, an international charity with a U.S. chapter is South Richmond Hill, on Tuesday launched its 2018 Global Civil Rights Survey to gauge the hate crimes and discrimination waged against Sikhs locally and globally, and they need your help to do it.  The nonprofit, which advocates for civil and human rights across the globe, is offering the survey through August online through its website, Facebook and Twitter pages or in-person at its South Richmond Hill office at 101-05 Lefferst Blvd.  Participants will be asked to answer general questions about their background and nationality before filling out four yes-or-no questions about whether or not theyve experienced discrimination, bullying or attacks for being Sikh. They will also be asked to select what they feel are the most important issues facing Sikhs today.  United Sikhs is proud of the progress we have achieved on some of (the) key issues facing the Sikh community, especially in the areas of cultural awareness, justice for hate crimes, and religious freedom for articles of faith in public sectors, such as law enforcement and the military, said United Sikhs Executive Director Hardayal Singh.  Amid the rising tally of hate crimes reported in the United States, the organization aims to push that progress forward at its Annual Advocacy and Humanitarian Aid Academy Summit. The focus of the July 8-13 conference in Washington D.C. will be largely molded by premature survey results, organizers said.  With the launch of our annual Global Civil Rights Survey, we look forward to hearing directly from our community members, as we also recognize that more work still needs to be done, Singh said.  The studys full findings will be released in a report a month later during the organizations Sixth Annual Civil and Humans Rights Conference in Italy.  United Sikhs aims to advance the economic, social and spiritual empowerment of minorities and other marginalized groups in the Americas, Europe and Asia. The organization has a 11 chapters across the globe, including its U.S. office in South Richmond Hill, according to a spokesperson.  Click here to view the full 2018 Global Civil Rights Survey.  (Lead photo courtesy of United Sikhs)",0,8,5
11,"GLEN CARBON, IL — Police have released the name of the man accused of spray-painting swastikas on tombstones at an Illinois cemetery over Memorial Day weekend. Glen Carbon police, working with Edwardsville police, named 34-year-old Timothy V. McLean as the man who vandalized hundreds of graves at Sunset Hills Memorial Estates in Glen Carbon. State police also assisted with the investigation.  More than 200 swastikas were reportedly found spray-painted on graves on Saturday morning.  McLean, of the 200 block of Matterhorn Road, is charged with three counts of hate crime, three counts of institutional vandalism, one count of violation of the Cemetery Protection Act, and an additional count of criminal damage to property over $500 — all felonies. In regard to the Edwardsville incidents, the Madison County States Attorneys Office charged McLean with one count of Hate Crime (a class 2 felony) and thirteen additional counts of Criminal Damage to Property Over $500.00 (all class 4 felonies).  Swastikas Painted On Over 200 Tombstones At Illinois Cemetery  McLean is also charged with vandalism on homes and vehicles in an Edwardsville neighborhood near the cemetery. For those incidents he faces an additional hate crime charge and 13 more counts of criminal damage to property over $500.  You cant help but be proud of the people who saved Memorial Day in Glen Carbon, Illinois. https://t.co/kX2T4B8WR6  — Doctrine Man (@Doctrine_Man) May 28, 2018  Madison County Judge Neil Schroeder set Mcleans bond at $100,000 in regard to all Glen Carbon incidents, and a separate bond at $100,000 in regard to all Edwardsville incidents, police said. He remains in custody at the Madison County jail.  We would like to thank the citizens who worked with law enforcement authorities to bring this case to a swift resolution, Glen Carbon police said in a statement.  Video posted on social media showed cemetery workers power washing the tombstones on Saturday. Police also posted a video of the suspect.  ",1,1,2
12,"MANASSAS, VA—Go back to your country!  You dont belong here.  A 35-year-old man of Middle Eastern heritage heard those and other things screamed at him after being cut off and then forced to stop by two men in another vehicle Monday afternoon in the area of Ashton Avenue near Sudley Manor Drive, according to Prince William County Police.  Then the younger of the two men got out of their truck and approached the man before grabbing and assaulting him. The victim then fled and drove onto Interstate 66 where he pulled into a rest area/welcome and contacted police, who he provided with the suspects license number.  That led to the arrest two days later of Jimmy Lynn Greer, 56, of the 10900 block of Balls Ford Road in Manassas; and Dustin David Greer, 25, of the 5000 block of Free State Road in Marshall. Both were charged with hate crimes and assault and battery, and the elder Greer also was charged with reckless driving.  Detectives investigating the case believe the man was targeted because of his looks—specifically, his Middle Eastern national orgin. So they obtained warrants for assault and battery with a hate crime enhancement. They were found and arrested without incident Wednesday at a Manassas hotel, and due to appear in court June 12.  Photo: Prince William County Police",1,0,3
13,"SKOKIE, IL — The following information comes from the Skokie Police Department as a record of those recently arrested and of incidents reported to the police. Readers are reminded that getting arrested does not mean that you are guilty, as criminal charges represent merely accusations that are often dropped or reduced.  INCIDENTS  GROOMING  A girl in the 9000 block of Keating Avenue was asked by an adult to send nude photos of herself around 12:44 on May 3.  HIT-AND-RUNS  A hit-and-run took place at the Old Orchard shopping center between 6 and 9:30 p.m. on May 4.  Someone struck the rear of a vehicle in the 9000 block of Skokie Boulevard between 2 and 4:15 p.m. on May 5.  Someone struck a car parked in the Nordstrom parking lot around 2:35 p.m. on May 6 and left the scene.  Someone struck a CTA vehicle in the 7700 block of Crawford Avenue around 4:56 p.m. on May 7.  A driver ran a stop sign headed east on Conrad Street at Laramie Avenue around 3:20 p.m. on May 8, striking another vehicle headed north on Laramie and continuing eastbound on Conrad.  A motorist left the scene after colliding with a vehicle around 3:45 p.m. on May 9 in the 4400 block of Oakton Street.  A hit-and-run was reported around 9:19 p.m. on May 9 near the intersection of Dempster Street and Crawford Avenue.  A hit and run was reported in the 8800 block of Ewing Avenue shortly before 8:30 p.m. on May 9.  TELEPHONE HARASSMENT  Someone in the 9100 block of East Pairie Road reported being alarmed and disturbed after getting a threatening call around 4:13 p.m. on May 7 regarding a business dispute.  CAR BURGLARY  Between 6 p.m. on May 8 and 5:30 a.m. on May 9, someone reportedly stole a purse out of a vehicle parked in the 7700 block of Niles Center Road.      ARRESTS  David C. Smith, 55, of the 400 block of East 41st Street in Chicago, was arrested at 7:44 p.m. on May 5 at the Old Orchard Shopping Center and charged with retail theft.  Marcus D. Jenkins, 27, of the 10700 block of South Cottage Grove Avenue in Chicago, was arrested at 8:20 a.m. on May 6 on an in-state warrant in the 5200 block of Touhy Avenue.  Valerie K. Murphy, 27, of the 2000 block of Farnham Court in Schaumburg, was arrested at 3:49 p.m. on May 7 in the 3300 block of Touhy Avenue on an in-state warrant.  Alvin K. Dawod, 28, of the 8200 block of Laramie Avenue in Skokie, was arrested at 5 p.m. on May 7 in the 8100 block of Laramie Avenue and charged with a hate crime, as well as disorderly conduct and criminal damage to property. Police were called to the 7900 block of Lincoln Avenue for a report of a disturbance shortly before 4:30 p.m. and learned that Dawod had shouted profane and anti-Semitic remarks at a person in a bank parking lot. He then reportedly ran toward a vehicle and kicked it, damaging its rear bumper before leaving the scene.  Alvin Dawod (CCSO)  Dawod was tracked down nearby and identified. He was ordered held in lieu of 10 percent of a $150,000 bond ahead of a May 23 court date.  UPDATE: Skokie Man Pleads Guilty To Hate Crime, Gets Probation »  Hammad M. Tarapuri, 26, of the 6300 block of North Albany Avenue in Chicago, was arrested at 10:14 p.m. on May 7 at Old Orchard Shopping Center and charged with retail theft.  Carnell B. Polsey, 26, of the 7200 block of South Coles Avenue in Chicago, was arrested at 12:51 a.m. on May 8 in the 7500 block of Linder Avenue on an in-state warrant after police were called to a report of a battery.  Dayana Escobedo, 21, of the 2200 block of West Touhy Avenue in Chicago, was arrested at 4:48 p.m. on May 8 and charged with theft of items worth less than $500 after she reportedly took an Apple watch from her employer at the Old Orchard Shopping Center.  Akhlas B. Uraham, 33, of the 4800 block of West Mulford Street in Skokie, was arrested at 5:14 p.m. on May 9 at his residence and charged with battery and resisting arrest.  Antoniesha L. Goss, 21, of the 4900 block of West Ohio Street in Chicago, was arrested at 7:53 p.m. on May 9 at the Walmart in the 3600 block of Touhy Avenue and charge with theft of items worth less than $500.  Joshua M. Cope, 19, of the 7300 block of Winchester Avenue in Chicago, was arrested at 2 p.m. on May 10 at his home and charged with retail theft.  Fariha Mangrio, 29, of the 5200 block of Oakton Street in Skokie, was arrested at 4:10 p.m. on May 10 at the Skokie Police Department and charged with battery.  Mohamed I. Rafeek, 24, of the 2700 block of West Arthur Avenue in Chicago, was arrested at 4:45 p.m. on May 10 at Old Orchard Shopping Center and charged with retail theft.  Last Week: Gunman Takes Cash, Cigarettes In Skokie Armed Robbery: Skokie Police Blotter, April 25 - May 3.    Stay Patched In!    Note: Drivers license offenses and local ordinance violations have not been included, and Skokie police do not provide information regarding arrestees in cases deemed to be domestic in nature.  Top photo via Skokie PD",0,8,5
14,"LOS ANGELES, CA — The number of hate crimes reported to police in Los Angeles rose 10.8 percent in 2017, the fourth consecutive increase and part of a state and national trend that has seen a spike in such reports over the past several years, according to a study released Friday.  The study, conducted by the Center for the Study of Hate & Extremism at Cal State San Bernardino, consisted of a national sample of over three dozen large American cities, including 10 in California.  Long Beach saw its hate-crime reports double in 2017, and San Diego saw a 17-percent increase.  Riverside and San Bernardino were the only California cities in the study that saw a decrease in hate crimes reported last year.  Overall, the study showed a 12-percent increase in hate-crime reports nationwide in 2017, which follows a 5-percent increase in 2016.  California, however, has seen its hate-crime reports increase at a higher rate than the national figures, including a 19-percent rise in 2017. The CSUSB study records a 64 percent increase from 2014 to 2017 for the 10 California cities studied.  In Los Angeles, 254 hate crimes were reported in 2017. African- Americana and Jews were the most frequently targeted, but the city also had a significant rise in anti-transgender attacks. It was the largest number of reported hate crimes the city has seen since 2008, when the city recorded 280 hate crimes.  The most common type of offenses were property damage/vandalism (82); simple assault (53); aggravated assault (46) and criminal threat (44).  Among the cities studied, Los Angeles was second only to New York (339) in total hate-crime reports in 2017.  City News Service; Los Angeles Police Department officer walks out of the Mani Elementary School, after a gunman had shot two men at the synagogue when they arrived for prayer service on October 29, 2009 in the North Hollywood section of Los Angeles, California. The wounded men arrived in separate vehicles for a morning prayer service and were shot after they got out of their vehicles. (Photo by Kevork Djansezian/Getty Images)",0,8,5
15,"MIAMI BEACH, FL — The four men arrested in connection with last months brutal assault of an openly gay couple and the Good Samaritan who rose to their defense, will now face enhanced criminal penalties under Floridas hate crime law. The attack occurred in the final hours of the Miami Beach Gay Pride festival along iconic Ocean Drive. Miami Beach police charged the four with aggravated battery.  The state has now filed enhanced charges as well as additional charges for two defendants. For all four defendants on two of the counts of aggravated battery, we have filed aggravated battery, great bodily harm with prejudice which now raises those to first-degree felonies, a Miami-Dade prosecutor told a Miami judge during a court proceeding on Wednesday.  The four charged in the beating include 21-year-old Juan C. Lopez, 20-year-old Luis M. Alonso, 21-year-old Adonis Diaz and 21-year-old Pablo Reinaldo Romo.  The decision to apply enhanced penalties was made by the Miami-Dade State Attorneys Office. All four men surrendered to Miami Beach police after surveillance images of them were shown by news organizations throughout the Miami area.  We are working closely with the Miami-Dade SAO to ensure the successful prosecution of this horrible crime, Ernesto Rodriguez of the Miami Beach Police Department told Patch Thursday.    Under Florida law, the penalty for any felony or misdemeanor can be reclassified to a higher level if the commission of such felony or misdemeanor evidences prejudice based on the race, color, ancestry, ethnicity, religion, sexual orientation, national origin, homeless status, or advanced age of the victim. The law states that A second-degree felony would become a first-degree felony under the charging guidelines. In this case all four defendants were initially charged with three counts of aggravated battery, which was listed as a second-degree felony.  All charging decisions are always based on the evidence provided by the police and by witnesses after they both have been interviewed by prosecutors, Ed Griffith of the State Attorneys Office told Patch when the initial charges were announced. Those interviews would be a part of the post-arrest process.  The attack came on Sunday, April 8 in what was the final day of the 10th anniversary celebration of the week-long festival. The event drew thousands to Miami Beach for a parade, fireworks display and concert by artist Taylor Dayne.  The incident took place Sunday evening, after the Miami Beach Pride Parade where two male members of the LGBT community were attacked as well as a third Good Samaritan who tried to help, Rodriguez said earlier.  The incident occurred at 7:40 p.m. outside the public restrooms along 6 Street and Ocean Drive. All three victims are residents of Miami Beach, according to a police report of the incident. One of the victims told police that he could hear the men repeatedly call him and his partner a gay slur in Spanish.  The two LGBT victims said they were standing on the north side of the restrooms when they were apparently selected at random by their attackers.  The Anti-Defamation League of Florida has said that the organization was horrified by this brutal attack and said that the Miami Beach Gay Pride festival should have been a time for celebration.  It should never have to be a time for fear, according to organization officials.    Miami Beach Mayor Dan Gelber and Police Chief Daniel Oates met with members of the citys LGBTQ advisory committee and briefed members on the hateful attack.  Watch video of the attack below:  DO YOU RECOGNIZE THESE 4 SUSPECTS? These suspects are responsible for the brutal attack that follows. Occurred Sunday night after Miami Beach Gay Pride at 6 Street/Ocean Drive. Call Crime Stoppers: https://t.co/rYWIrW8nIR. pic.twitter.com/NQthfFMIrB  — Miami Beach Police (@MiamiBeachPD) April 10, 2018  Photo and video courtesy Miami Beach Police Department  ",1,4,0
16,"ANAHEIM, CA — After scuffling with an Anaheim smoke shop manager a 54-year-old transient will appear in court for hate crime charges, authorities say.  Robert Kevin Pressler was charged Friday with a felony hate crime and a misdemeanor count of possession of methamphetamine, according to court records.  Pressler allegedly walked back and forth in front of a smoke shop on the 80 block of E. Orangethorpe Ave. last Wednesday shouting white power and stay white, said Anaheim police Sgt. Daron Wyatt.  According to court documents obtained by Patch, Pressler allegedly battered the store manager, for the purpose of intimidating him.  The store employee, of Middle Eastern descent, confronted Pressler, who threw a 32-ounce soda cup at the man and then got into a scuffle with the victim, Wyatt alleged at the incident.  Bail was set at $50,000 and Pressler remains in custody as of this report.  Shutterstock Photo  ",1,0,3
17,"Here are some of the top headlines from the past 24 hours on Maryland Patches:  Share your local news, events and pics by clicking here to post.  Find Your Patch and more news of the day, including our most-read stories.  SIGN UP: Get Patchs daily newsletter and real-time news alerts, or like us on Facebook. Or, if you have an iPhone, download the free Patch app.  Image via Shutterstock.",0,8,5
18,"A Frisco man has been sentenced to 20 years in federal prison after being convicted of committing four violent hate crimes against gay men, according to reports. Anthony Shelton, who was 19 at the time, is the third man from Frisco to be sentenced in these incidents.  Shelton and the others used Grindr, a dating app for gay men, to get the victims locations in January and February of 2017. They tied up and assaulted the victims, according to the Star Telegram, int heir homes in Plano, Frisco and Aubrey.  According to federal authorities, the four men, who were armed, tied up the victims with tape, beat them and called them derogatory terms. The Star Telegram reported they also stole a car from one of their victims.  The other men accused of being involved are:  Nigel Garrett, 21, who was sentenced to 15 years in federal prison.  Chancler Encalade, 20, was sentenced to 10 years in federal prison.  Cameron Ajiduah, 18 at the time of the indictment, has a case pending trial.  See more at the Star Telegram  Article image via Shutterstock  ",1,4,0
19,"UNION SQUARE, NY — The attacker who shoved a Latino man onto the subway tracks last week while yelling racist slurs and wearing a Make America Great Again hat was arrested on Thursday, police said.  Willie Ames, 47, was charged with multiple crimes including attempted assault in the first degree as a hate crime, prosecutors said.  charged with aggravated harassment along with three counts of harassment, according to the NYPD.  Ames is believed to have attacked a fellow commuter on Friday, April 20 at about 8:15 p.m., when both men were on a northbound 4 train. Police say Ames and a 24-year-old man began arguing while on the train, during which Ames began yelling racist slurs about the mans ethnicity.  You guys come here to take our jobs and you bring drugs, Ames yelled at the man, according to the criminal complaint filed against him. He also called the man a f------ Mexican and said you people are dirty, you people are nasty, the complaint said.  Ames then pulled t he man off the train at the Union Square station and began attacking him, punching him in the head multiple times before pushing him onto the track bed, according to the NYPD. Ames ran from the 4 train platform to the L train platform in the station.  The man was helped up from the train tracks by a friend and another person, according to police. The cuts on the mans head had to be closed shut with staples, authorities said.  Surveillance footage from the subway station shows Ames wearing the red Make America Great Again hat associated with President Donald Trumps campaign.  Ames listed address is at a homeless shelter in East Williamsburg, according to police records. Patch was not immediately able to contact a defense attorney for Ames on Friday morning.  This post has been updated with additional information.    Image credit: Courtesy of the NYPD",1,0,0
