,text,labels
10,"A known triggerman for the Black P-Stones looked into the face of 9-year-old Tyshawn Lee and shot him until Shorty couldnt take it no more, Cook County States Attorney Anita Alvarez said on Tuesday. First-degree murder charges were announced for Dwright Boone-Doty, 21, who has been identified as the executioner in the Auburn-Gresham fourth-grader slaying on Nov. 2, 2015. Doty is the second man to be charged in Tyshawns murder. Police said the child was targeted because of his father, Pierre Stokes, a high-ranking member of the P-Stones rival, the Gangster Disciples. Another man, Corey Morgan, 27, was charged in November in the weeks following the boys murder, while a third man, 22-year-old Kevin Edwards, remains at large. Police say all three belong to the BBG (Bang Bang Gang)/Terror Dome faction of the Black P Stones, bitter rivals of the Gangster Disciples. Doty is also alleged to have stated his original intent was to kidnap and torture the boy by cutting off his fingers and ears. On Nov. 2, 2015, Doty, along with the same two co-defendants were combing the neighborhood looking for Gangster Disciple rivals when they arrived at Dawes Park at 80th Street and Damen Avenue, Alvarez said. Eventually they saw 9-year-old Tyshawn Lee, who was in the playlot at the park, Alvarez said. Tyshawn had gone to the swing set, set his basketball down and was playing on the swings. By then, Morgan and Edwards left the park and drove away in a small SUV. Doty stayed behind in the playground, striking up a conversation with Tyshawn, according to the complaint. He picked up the boys basketball and dribbled it a few times before giving it back to the boy. [Doty] asked Tyshawn if he wanted to go to the store, Alvarez said. When Tyshawn said he didnt have any money Doty told him he would buy him whatever he wanted. Witnesses reported to police seeing Doty and Tyshawn walking off together out of the park and into a nearby alley. Once they reached the middle of the alley, Doty allegedly took out a gun and shot the fourth-grader multiple times at close range. [Doty] was facing the child when he shot him, Alvarez said. He later made statements, Seeing that bitch going in his head, and Shorty was like he couldnt take it no more. Shorty couldnt take it no more. An autopsy report states that Tyshawn received a graze wound to the upper back, one superficial wound to his forearm and the fatal gunshot wound to the head. There were two more perforating gunshot wounds, one of which partially amputated the boys thumb as he held up his hands to ward off the bullet. Doty also later stated that after he murdered the boy he wanted to go back to the park and shoot it up, Alvarez said. After the murder, the three went to a Walmart where they purchased bleach and wiped down the inside and outside of the SUV before abandoning it, the complaint said. Alvarez said Doty was also working on a rap song about killing Tyshawn. Doty is also charged with first-degree murder, attempted first degree murder, and aggravated battery with a firearm in connection to the shooting death of Brianna Jenkins and the wounding of her friend, DeShari Bowens in October 2015. Those shootings are part of the same gang war. Reading from the court complaint against Doty, Alvarez said the bitter gang feud between the Black P-Stones and Gangster Disciples came boiling to a head when Corey Morgans brother, Tracey Morgan, was shot to death while sitting in a car with their mother on Oct. 13, 2015. Morgans mother, who was wounded, survived the attack. After his brothers death, Morgan vowed to kill grandmas, mamas, kids and all. Morgan, Doty and Edwards began going out daily armed with guns looking to retaliate, Alvarez said. Mere days after Tracey Morgans death, Brianna Jenkins and DeShari Bowers were seated in a car near 78th Street and Honore on Oct. 18, 2015, when Doty is alleged to have walked up to the vehicle and fired multiple shots into into it. The bullets struck and killed Jenkins and wounded Bowens. According to the charges, Doty later said he didnt know who was in the car. When he and Edwards saw Bowens dreadlocks, they believed he was a rival gang member. After killing Brianna and shooting DeShari, he reloaded the gun and and carried it around, Alvarez said. Following the shootings of Jenkins and Bowens, Doty began surveillance of Tyshawn Lees grandmother so he could kill her in order to draw out rival gang members, the Cook County states attorney continued. Doty is currently being held on $1 million bail on unrelated gun charges. Chicago police picked up Doty and Morgan in the weeks following Tyshawns murder last November in Evergreen Park after they left the Hilton Oak Lawn. Police are reported to have found two .40-caliber handguns in the vehicle allegedly belonging to the men, who, as convicted felons, are prohibited from owning guns. One of the guns was connected to the murder of Brianna Jenkins, Alvarez said. Bail was set at $1 million for both men, but Morgan was able to post the required $100,000 bond with money used from a court settlement his girlfriend won in a lawsuit against a hospital. Interim Chicago Police Superintendent John Escalante told reporters that the statements allegedly made by Doty about Tyshawns murder would eventually come out in a trial. Sources are telling the Chicago Tribune that a jail inmate secretly recorded Doty implicating himself in both killings. The newspaper said Chicago police detectives obtained a court order for the informant to wear a wire and record Boone-Doty. Escalante also encouraged Edwards to turn himself in for his own good. Photo: Dwright Boone-Doty, 21, who police have identified as the alleged executioner of 9-year-old Tyshawn Lee.",0
11,"This is the third article in a three-part series on the over 40 year career of Dover Police Detective Sergeant Jeffrey Farrell, told mostly in his own words. Seeing is Believing For every person that says nothing ever happens in Dover, Farrell has a story to prove them wrong. One of the things that has always irked me about this job, when people find out what I do, that their response is almost universal, Oh Dover? Wow, that must be great! Nothing ever happens there. and nothing could be further from the truth. People dont know, people who live in town dont know, no one knows really what it is that we do. For example, we just put a guy in jail for child rape for 12 years. Weve had five rape investigations in the last two years, two of them culminating in prosecutions. Fraud cases have exploded; we get new fraud cases in almost every single day. We still have a fair amount of drug cases. We spend altogether too much time at the schools doing this kind of stuff. But its a busy police department, we do an awful lot of not simply law enforcement but we do an awful lot of social work, family intervention, and its ongoing and its every day. I say Look, I do the same things every other detective does. I just dont do them as often. But Ive handled just about every kind of case that you can imagine, with the exception of murder. There has been one murder in the time that Ive been on the job but I wasnt involved in that. Weve done arsons, weve done armed robberies, weve done all kinds of assault, sexual assaults, all kinds of property crimes, larceny, B&E, everything. It runs the gamut, drugs, all kinds of drugs. So the same things that happen in other communities happen here. There is a perception out there though both within the town and outside as well that this is an idyllic community where nothing ever happens and its perfectly safe. One of the downsides to that is that I believe over the years, its been my experience, that a lot of parents believe that and they think therefore they dont need to be as vigilant with their kids as they actually need to be and thats simply not the case. Sin City and Back Farrell recently got back from Las Vegas. But unlike most people who come back with souvenirs and empty pockets Farrell came back with exactly what hed gone there to get. It was a fraud case that Ive been working on since about 2010. We finally got a guy indicted out there who was in the Nevada National Guard, hes now been dishonorably discharged, apparently. So we got a warrant for him, went out and got him and brought him back and hes now over at the jail on [Route 128] pending trial. Our victim is out $27,000 but its a $10 million [fraud case] that originated in Romania. It was all set up and run from Romania. They would tell you to wire the money and theyd tell you how to wire the money and where and all that kind of stuff. There was two of them, an American and a Romanian, in this country, who just trolled for kids and guys and people who were desperate enough or greedy enough that they would provide bank account information…and then they would wire the money into their accounts, have the person go into the bank, withdraw the money, give it to them, that person would get a cut of it. The guy that sets this all up gets a cut and then the rest of it goes to Romania, the lions share. I got bank pictures of this guy withdrawing the money from Chase Bank, emailed the pictures out to his brigade commander out in the Nevada National Guard who turns out to be a Reno Detective in the sexual assault unit. We got him IDed by his company commander and by a platoon sergeant and then it was just a matter of getting the indictment through a grand jury and then the DAs Office authorized a rendition. So we went out and we picked him up from the Clark County Correctional Facility and brought him back. Its always nice to put an end to something like that. So the two guys, the guy that recruited him and his boss are both in federal custody and one of them has already plead guilty in New York and is pending sentencing and the other one is probably going to go to trial but hes facing like 10 years. The man is currently being held in the Norfolk County House of Correction in Dedham. He is due back in Superior Court March 7, 2012. Follow All Leads Another notable case that we had was we had a home invasion a number of years ago. We got a call one Sunday afternoon and the caller just said Look, Im a federal law enforcement agent, Im not going to tell you who I work for and Im not going to tell you who I am. At 2 oclock in the morning, youre going to have a home invasion at this address and theyre going to take the people hostage. So you dont know whether this is a hoax, you dont know whether to believe this or whatever, but you cant ignore it either. So we set up that night and at 2 oclock in the morning, right on the button, next door to the house that was the target - a woman laying in bed, a flashlight beam goes across her bedroom ceiling and she calls the police to tell us that. She was awake. So then I thought, [Expletive,] this is going to happen! and it did. We had two guys in the house and they spotted one of them and they ran and the chase was on and it went for three or four hours. But we rounded up both of them, we got them both. And one of them particularly was a real bad guy, a real bad guy. Theres a pond in town here that I think still has a gun in it. We were never able to recover it. Satisfaction Guaranteed Ive been relatively lucky. I mean, Ive been punched, Ive been kicked, Ive been spit on. That kind of stuff, but nobody has ever drawn a gun on me. I have drawn mine a couple of times. Since [I started] Ive had more losses than wins but Ive saved to two people with CPR, I prosecuted some domestic violence cases and did it in such a way that Ive had one woman who hugged me in court and say I saved her marriage. But if youre going to be a policeman you need to derive your satisfaction from those intrinsic kinds of things. Because youre never going to get rich as a small town cop thats for sure and youre going to have to work lots and lots of hours and you have to really, really like it, and I do. Has Sergeant Farrell affected your life in a positive way? Has he ever helped you or someone you know in anyway? Let us know in the comments section or email the editor at benjamin.paulin@patch.com.",0
12,"A Manassas Park man is facing criminal charges after police said he held a woman against her will as he sped down Centreville Road in his vehicle Sunday, Prince William County Police said in a press release issued Monday. Timothy Darrell Tittle, 47, of 123 Tremont St in Manassas Park is charged with abduction, police reports show. It happened just after 5 p.m. on Centreville Road near the Fairfax County line when the suspect and the victim, a 42-year-old Manassas woman, began arguing. The conflicted escalated and the suspect refused to let the victim out of the car. Police said the suspect was speeding down Centreville Road, but had to stop near Yorkshire Lane and Centreville Road because of traffic. Thats when the victim made her escape and called police. The suspect fled the scene, but was later located and arrested by police. Police determined the suspect and the victim knew one another and that the argument was domestic. He is being held at the Prince William County Adult Detention Center without bond.",1
13,"- A Nashville man told police a strange and winding tale of hostage-taking and forced drug use after he was arrested for allegedly using a flower pot to break into his neighbors home while wearing only his underwear, according to an arrest report. Residents of a home on Chateau Valley Drive called police just before 4:30 Friday afternoon to report a break-in. The homeowner told police that his neighbor, 28-year-old Wayne Moyher, had used a flower pot and his hands to break through his back door, according to the police report. (For more updates on this story and free news alerts for your neighborhood, sign up for your local Middle Tennessee Patch morning newsletter.) The officers found Moyher, who only had his underwear on, covered in sweat. Moyher reportedly told the officer that multiple men were in his home, holding him and his girlfriend hostage at gunpoint, forcing him to do drugs, and that hed escaped and broken into his neighbors to hide. Moyher then changed his story, police say, and instead said that his girlfriend told him that someone was in the house, attempting to take them hostage. According to the affidavit, when the officer spoke to the girlfriend, she said that, as she watching television, Moyher suddenly jumped through the front window of their home and that no one else was inside the house except for the two of them. The woman told police that shed found a stash of heroin, methamphetamine, suboxone and melatonin she believed belonged to Moyher and that she flushed the drugs down the toilet. Moyher was taken to Skyline Medical Center for treatment of a cut on his hand. He was then booked on charges of vandalism and aggravated criminal trespassing. Image via Shutterstock",1
14,"Southland resident Amy Martinez was walking toward Lathrop Intermediate School before 8 a.m. on Wednesday morning when she was grabbed by a homeless woman, Santa Ana Police said. The suspect wrapped the 12-year-old girl in a one-handed hug and began dragging her away, SAPD Cpl. Anthony Bertangna said. Luckily, a passerby noticed and did not look the other way. The good Samaritan, who has chosen to remain nameless, thought something looked amiss, stopped her car in a parking lot on the Northwest corner of McFadden Avenue and Main Street, and confronted the pair from her open car window, Bertagna reported. All that she asked the girl was, Are you okay? and the victim looked at her and shook her head no, and she could see the fright in her eyes, Bertagna said. After a pause, the good Samaritan listened to her motherly instincts and shouted, Shes mine. Give her back! then, Thats my child! It took three times of her saying that and the woman let her go, Bertagna said. With the child safely in her car, the good Samaritan drove with the child to Lathrop Middle School and phoned police with a description of the disheveled would-be-kidnapper who was found after the police saturated the area and tracked her down. Claudia Hernandez Diaz, 34, was found, arrested and booked on suspicion of kidnapping a minor younger than 14, Bertagna said. Police have not established any sort of motive, he said. The corporal praised the girls rescuer. We always say if you see something say something. Well, she saw something and did something, Bertagna said. According to a report from the Orange County Register, Sandra Martinez, Amys mother, was stunned when she learned of the near-abduction. I have no way to describe how I felt when the principal told me, she told the Register. You dont expect it to happen to you and when it does you dont know how to react. Her mother told the Register that the incident has unnerved Amy, who will be driven to school from now on by a family member. Photo, courtesy Santa Ana Police Department",1
15,"DOVER, NJ— A Morris County man has been arrested for kidnapping and sexual assault, Morris County Prosecutor Fredric M. Knapp announced. Shaquor Singletary, 23, was arrested and charged with multiple crimes relating to the Dec. 17 attack. Singletary allegedly forced an adult woman into a Dover residence, and physically and sexually assaulted her, Knapp said. He also allegedly forced the woman to withdraw money from an ATM and give it to him. The Dover resident is being charged with first degree kidnapping, first degree aggravated sexual assault, second degree robbery, third degree aggravated assault and third degree terroristic threats. Singletary is being held on $250,000 bail. Anyone with any information is asked to contact Detective Stephanie Merced of the Sex Crimes/Child Endangerment Unit of the Morris County Prosecutors Office at 973-285-6200. Image via Shutterstock",1
16,"Austin police have arrested a man accused of posing as a ride share driver and allegedly trying to sexually assault two of his intoxicated passengers. Police provided details of the case during a July 3 press conference, saying the incidents date to early June. In each case, two women entered the car driven by Daniel Kifle, 45, after he showed up to give them a drive. In both cases, Kifle is accused of driving off with one of the women as the friend exits the car to help her drunken friend out of the vehicle. The June 3 incident occurred in South Austin after two women got into a black SUV they believed was their ride share picking them up from a bar on West 6th Street, police said. The victim told police the driver drove them to their destination before the drive sped off with the intoxicated female passenger still in the car. The woman left behind called police to identify the man to police, officials said. The near-exact scenario occurred on June 9 in North Austin, where two women were taken after also being picked up outside a West 6th Street bar, according to police. One of the women had fallen asleep in the backseat of the vehicle, and the driver sped off as her friend exited the car to open the other passenger side door to retrieve her, police said. Again, the driver sped off with the passed-out woman still in the backseat, police said, knocking the other woman to the ground. When the woman in the back seat came to, she described later to police that she awoke in the front passenger seat at a parking lot that was not familiar to her, police said. The victim told police the man tried to put his hands down the womans pants before the woman pushed him away while demanding to be taken home, according to the police account. When the driver came to a stop sign, the woman escaped from the vehicle and called police. During the press conference, an officer said a third, similar, incident occurred June 11 in Lakeway. Police at the press conference said they reached out to Lyft and Uber to secure driver coordinates as part of their investigation. But police noted Kifle was not acting in an official capacity as a ride share driver at the times of the pickups, although he did have an account to operate as a ride share driver, the officer said. The incidents prompted Lyft to release a prepared statement on Tuesday afternoon: The situations being described are truly frightening. Our thoughts are with the victims of these senseless acts. These rides did not happen on the Lyft platform, but we have been assisting law enforcement with their investigation and will continue to do so moving forward. In light of the incidents, police urge ride share customers to make sure the vehicle arriving to pick them up matches the description provided by the firm in the app. According to Travis County Jail records, Kifle is being held on charges of kidnapping, aggravated kidnapping and attempted sexual assault, with bail collectively set at $500,000. >>> Image via Shutterstock",1
17,"Three Nassau men were sentenced to jail time on Wednesday for the kidnapping and assault of a Valley Stream man last March in which they handcuffed, stabbed and beat a man and then left him for dead outside a hospital. Jesus Maldonado, 23, of West Hempstead; Jorge Freire-Romero, 20, of Valley Stream; and Jonathan Faneytt, 22, of Valley Stream all pleaded guilty to the charges against them on March 29. Maldonado and Faneytt were both convicted of second-degree kidnapping and sentenced to five years in prison. Freire-Romero was convicted of first-degree assault and sentenced to seven years in prison. This victim was savagely stabbed, pistol-whipped, beaten and kidnapped, and then left for dead outside a hospital, said Nassau County District Attorney Madeline Singas. This was a horrifically brutal attack and I thank our prosecutors and the police for bringing these defendants to justice. At about 7 p.m. on March 14, 2016, the victim climbed through the window of a house on Jedwood Place in Valley Stream. The victim stated that his girlfriend used to live in the home and he was going inside to gather some of her belongings. The three defendants, who were inside the house, heard him come through the window and immediately caught him and began to assault him. The defendants handcuffed the victims wrists behind his back and dragged him into a bathroom where he was stabbed multiple times. The victim was then tied him to a chair in a living room, blindfolded and pistol-whipped. Following the assault, Friere-Romero called an associate with a car to take the victim to the vicinity of Franklin General Hospital in Valley Stream. When they arrived near the hospital, Friere-Romero removed the victim from the car and stabbed him again multiple times. The victim was left on the ground bleeding, still handcuffed behind his back, but managed to get up on his feet and walk into the emergency room. While in the process of standing up, his clothing came off and when he walked into the ER, he was naked and bleeding from his stab wounds. In total, the victim suffered 11 stab wounds, a collapsed lung and a punctured liver. He has since recovered from his injuries. Nassau County Police interviewed the victim at the hospital. Based on the interview, and additional evidence recovered at the residence, the police arrested all three men. Jorge Freire-Romero, left, Jesus Maldonado and Jonathan Faneytt. Photos: Nassau County District Attorneys Office.",1
18,"A Greenville couple have been charged with armed robbery and kidnapping after an incident at the Dairy Queen in Mauldin, police said Wednesday. According to Mauldin Police Det. Ben Ford: On Sept. 1,  at approximately 10:40 p.m., a black male and black female entered the Dairy Queen located at 112 N. Main Street in Mauldin to commit an armed robbery. They were wearing masks and the female presented a firearm. They ordered the employees to the ground and took money from the cash register and safe. The manager was struck with the gun and suffered minor injuries. The two suspects then left the store with more than $2,000 in cash. During the investigation, Mauldin Police Detectives identified the suspects as 21-year-old Shakira Danielle Taylor of Greenville and 19-year-old Tyler Terrell Griffin of Greenville.  Taylor was arrested on Sept. 3, and Griffin was arrested on Sept. 4. Both suspects have been charged with armed robbery and kidnapping and are being detained at the Greenville County Detention Center. The investigation remains active and continues.",1
19,"Reports of a familiar, yet scary, scam dubbed a virtual kidnapping have resurfaced in the Washington, DC, area, says the FBI and area police departments. On its Facebook page, the Prince William Police Department warns residents that the scam, which has been around for a few years, is becoming popular again with scam artists. Authorities warned that residents in neighboring counties have also been targeted, as have members of the Archdiocese of Washington, which serves Montgomery and Prince Georges counties. This is how it works: Scammers will call your cell phone and try to extort money by claiming that a family member has been taken hostage. The callers often use accomplices to convince their victims the threat is legitimate. The Washington archiocese said Tuesday that a parent with a child in an archdiocesan school was recently targeted by the virtual kidnapping scam. George Mason University warned its community last week that a student and an employee fell victim to the scam, reports WTOP. »Subscribe to a free email newsletter: BOWIE or like us on Facebook. The caller might try to convince a parent their daughter was kidnapped by having a girl scream for help in the background during the phone call. Another scenario tells the victim that her husband or son has been hurt in a car accident with a gang member, but the gang member will not allow medical care until he is paid for damage to his vehicle. Victims of the scam are told to stay on the phone until money is wired, often to a third party in Puerto Rico. Instructions usually require the ransom payment be made immediately and by wire transfer using Western Union. Ransom payments often range from $600 to $1,900. To avoid becoming a victim of this scam, watch out for: If you receive a phone call from someone who demands payment of a ransom for a kidnapped victim, the following should be considered: If you believe you are the victim of this scam, call the FBI at (202) 278-2000 to report it. If you believe your family member is victim of a real kidnapping, call 911 immediately.",1
20,"Update: Authorities said Thursday they are confident that two bodies discovered by hunters yesterday are the missing Evansdale cousins, Lyric Cook-Morrissey, 11, and Elizabeth Collins, 9. The girls have been missing since July 13. At this time, law enforcement is confident based on evidence at the scene and preliminary investigation that the bodies found yesterday are those of Lyric Cook and Elizabeth Collins, Capt. Rick Abben said, reading from a news release during a news conference at the Evansdale Police Station. However, the results of the autopsy have not yet been made available to law enforcement, and the positive forensic identification of the bodies has not been made. Here is a video of the full press conference. A vigil will be held for the girls tonight from 6 p.m. to 8 p.m. across from the Evansdale Police Station. People are encouraged to bring a pink ornament to help decorate a Christmas tree in their honor. The case is being treated as an abduction, and authorities are leaning towards a homicide, but they will wait for information from the state medical examiner to make that determination. Abben said the bodies were discovered at Seven Bridges Wildlife Area, a secluded park along the Wapsipinicon River in Bremer County about 25 miles from where the girls were last seen. The park will remain closed until at least Monday. Multiple agencies will conduct an investigation of that area. Abben said he is not sure if that area had been searched previously. Leads are continuing to come in, and authorities are requesting any tips. A $150,000 reward is being offered for information leading to the capture and conviction of those responsible. Many questions remain unanswered, including how long the girls were at the location and when and how they died. Previous coverage: A second press conference will be held today about two bodies that hunters found and authorities have connected to the case of missing Evansdale girls. went missing on July 13 near Meyers Lake in what authorities have described as an abduction. Yesterday, Black Hawk County Sheriffs authorities announced hunters had found two bodies around 12:45 p.m. Wednesday in a wooded area. Capt. Rick Abben stopped short of confirming the bodies identities as those of the missing girls. However, Heather Collins, the mother of Elizabeth Collins, said on Facebook the girls had died. Authorities released few details on Wednesday, but immediately announced a second press conference, which will be at the Evansdale Police Station at 4 p.m. today. On Wednesday, Abben said the bodies were being taken to the Office of the State Medical Examiner in Ankeny for positive identification. Abben did not release any information on the state of the bodies, the area where they were found or if there were any suspects. On Thursday, Bremer County Sheriff Dewey Hildebrandt said the bodies were found in Seven Bridges Wildlife Area, a secluded park along the Wapsipinicon River about 25 miles from where the girls were last seen. Cedar Valley Crime Stoppers continues to accept donations toward a reward fund for information leading to an arrest and conviction in the case. The current reward fund sits at more than $150,000. Donations can be made by calling 1-855-300TIPS. Anyone with any information should call the public tip-line at (319) 232-6682 or email OurMissingIowaGirls@dps.state.ia.us. They can also contact these tip lines: Crime Stoppers Hotline at (855) 300-8477, FBI tipline at (402) 493-8688, DCI tipline at (515) 725-6010. More coverage: Bodies Discovered by Hunters May be Linked to Missing Evansdale Girls   Mother Confirms Missing Evansdale Girls Have Died Sheriff: Bodies Linked to Evansdale Search Were Found in Bremer County Park",0
